id,title,description,link,image_link,price,sale_price,category,availability,color,gender,mpn
a6,Mini Shoulder Bag,Petite shoulder bag in quilted leather. Chain strap with a turnlock closure.,http://localhost:8080/product/detail.html?id=a6,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,175.00,,Clothing > Accessories,in stock,Brown,Unisex,a0621b
a7,Leather Messenger Bag,Structured messenger bag in full-grain leather. Buckle closure with organiser pockets.,http://localhost:8080/product/detail.html?id=a7,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,255.00,,Clothing > Accessories,out of stock,Grey,Unisex,a0724g
a8,Straw Tote,Hand-woven straw tote with leather handles. Spacious interior for beach days.,http://localhost:8080/product/detail.html?id=a8,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,in stock,Camel,Unisex,a0822c
a9,Leather Weekender,Weekender duffel in full-grain leather. YKK zippers and a detachable strap.,http://localhost:8080/product/detail.html?id=a9,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,345.00,,Clothing > Accessories,in stock,Ivory,Unisex,a0925i
a10,Suede Hobo Bag,Slouchy hobo bag in soft suede. Magnetic snap closure and interior zip pocket.,http://localhost:8080/product/detail.html?id=a10,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,215.00,,Clothing > Accessories,in stock,Red,Unisex,a1027r
a11,Laptop Bag,Padded laptop bag in Italian leather. Fits up to 15-inch screens with organiser pockets.,http://localhost:8080/product/detail.html?id=a11,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,235.00,,Clothing > Accessories,out of stock,Green,Unisex,a1123g
a12,Leather Pouch,Small leather pouch in nappa lambskin. Zip closure for essentials.,http://localhost:8080/product/detail.html?id=a12,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,Black,Unisex,a1219b
a13,Nylon Tote,Technical nylon tote with leather trim. Water-resistant with multiple compartments.,http://localhost:8080/product/detail.html?id=a13,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,in stock,White,Unisex,a1328w
a14,Camera Bag,Box-shaped camera bag in grained leather. Adjustable crossbody strap.,http://localhost:8080/product/detail.html?id=a14,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,185.00,,Clothing > Accessories,in stock,Navy,Unisex,a1426n
a15,Leather Satchel,Classic satchel in bridle leather. Push-lock closure with a top handle.,http://localhost:8080/product/detail.html?id=a15,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,235.00,,Clothing > Accessories,out of stock,Beige,Unisex,a1520b
a16,Basket Bag,Hand-woven basket bag with leather closure flap. Artisan-made for summer.,http://localhost:8080/product/detail.html?id=a16,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,in stock,Brown,Unisex,a1621b
a17,Leather Belt Bag,Hands-free belt bag in smooth leather. Adjustable waist strap with zip closure.,http://localhost:8080/product/detail.html?id=a17,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Accessories,in stock,Grey,Unisex,a1724g
a18,Quilted Chain Bag,Quilted lambskin bag with a chain-link strap. Iconic style with modern proportions.,http://localhost:8080/product/detail.html?id=a18,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,265.00,,Clothing > Accessories,in stock,Camel,Unisex,a1822c
a19,Canvas Messenger,Waxed canvas messenger with leather accents. Adjustable strap and flap closure.,http://localhost:8080/product/detail.html?id=a19,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,out of stock,Ivory,Unisex,a1925i
a20,Leather Doctor Bag,Structured doctor bag in full-grain leather. Frame closure with a vintage silhouette.,http://localhost:8080/product/detail.html?id=a20,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,295.00,,Clothing > Accessories,in stock,Red,Unisex,a2027r
a21,Raffia Clutch,Hand-woven raffia clutch with a zip top. Natural texture for warm-weather styling.,http://localhost:8080/product/detail.html?id=a21,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,in stock,Green,Unisex,a2123g
a22,Nylon Crossbody,Lightweight nylon crossbody with multiple compartments. Water-resistant for active days.,http://localhost:8080/product/detail.html?id=a22,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,in stock,Black,Unisex,a2219b
a23,Leather Backpack,Sleek leather backpack with zip closure. Padded straps and an interior organiser.,http://localhost:8080/product/detail.html?id=a23,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,275.00,,Clothing > Accessories,out of stock,White,Unisex,a2328w
a24,Woven Leather Bag,Hand-woven leather bag with an intrecciato finish. Suede-lined interior.,http://localhost:8080/product/detail.html?id=a24,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,285.00,,Clothing > Accessories,in stock,Navy,Unisex,a2426n
a25,Evening Minaudière,"Gold-tone metal minaudière with a crystal clasp. Fits phone, cards, and lipstick.",http://localhost:8080/product/detail.html?id=a25,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,195.00,,Clothing > Accessories,in stock,Beige,Unisex,a2520b
a26,Travel Pouch Set,Set of three leather pouches in graduating sizes. Perfect for travel organisation.,http://localhost:8080/product/detail.html?id=a26,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,in stock,Brown,Unisex,a2621b
a27,Leather Duffle Bag,Full-grain leather duffle with brass hardware. Shoe compartment and shoulder strap.,http://localhost:8080/product/detail.html?id=a27,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,385.00,,Clothing > Accessories,out of stock,Grey,Unisex,a2724g
a28,Micro Bag,Tiny structured bag in box calfskin. Crossbody chain with a magnetic closure.,http://localhost:8080/product/detail.html?id=a28,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,in stock,Camel,Unisex,a2822c
a29,Leather Portfolio,Zipped portfolio in Italian leather. Document pocket and card slots inside.,http://localhost:8080/product/detail.html?id=a29,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,195.00,,Clothing > Accessories,in stock,Ivory,Unisex,a2925i
a30,Canvas Tote,"Heavyweight canvas tote with reinforced handles. Simple, durable, everyday.",http://localhost:8080/product/detail.html?id=a30,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Accessories,in stock,Red,Unisex,a3027r
a31,Leather Phone Bag,Slim crossbody bag sized for your phone. Adjustable strap and card slots.,http://localhost:8080/product/detail.html?id=a31,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,out of stock,Green,Unisex,a3123g
a32,Beaded Bag,Hand-beaded evening bag with a satin lining. Convertible strap for clutch or crossbody.,http://localhost:8080/product/detail.html?id=a32,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Accessories,in stock,Black,Unisex,a3219b
a33,Roll-Top Backpack,Roll-top closure backpack in waterproof canvas. Adjustable capacity.,http://localhost:8080/product/detail.html?id=a33,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Accessories,in stock,White,Unisex,a3328w
a34,Fringe Bag,Suede crossbody bag with cascading fringe. Bohemian spirit with luxury materials.,http://localhost:8080/product/detail.html?id=a34,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,175.00,,Clothing > Accessories,in stock,Navy,Unisex,a3426n
a35,Structured Top Handle,Rigid top-handle bag in box calfskin. Detachable shoulder strap and feet on base.,http://localhost:8080/product/detail.html?id=a35,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,245.00,,Clothing > Accessories,out of stock,Beige,Unisex,a3520b
a36,Silk Scarf,Hand-rolled 90×90cm scarf in silk twill. Original MAISON botanical motif.,http://localhost:8080/product/detail.html?id=a36,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,in stock,Brown,Unisex,a3621b
a37,Cashmere Scarf,Oversized cashmere scarf in a classic check. Soft and sumptuously warm.,http://localhost:8080/product/detail.html?id=a37,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,165.00,,Clothing > Accessories,in stock,Grey,Unisex,a3724g
a38,Wool Blanket Scarf,Oversized blanket scarf in lambswool. Wear as a wrap or a generous scarf.,http://localhost:8080/product/detail.html?id=a38,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,Camel,Unisex,a3822c
a39,Silk Bandana,"Small silk bandana in an original print. Versatile — wear on your neck, wrist, or bag.",http://localhost:8080/product/detail.html?id=a39,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Accessories,out of stock,Ivory,Unisex,a3925i
a40,Linen Scarf,Lightweight linen scarf with raw edges. Natural texture for summer layering.,http://localhost:8080/product/detail.html?id=a40,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Accessories,in stock,Red,Unisex,a4027r
a41,Pashmina Wrap,Luxurious pashmina wrap in fine cashmere-silk. Delicate fringe at the edges.,http://localhost:8080/product/detail.html?id=a41,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,in stock,Green,Unisex,a4123g
a42,Printed Silk Scarf,Vibrant printed silk scarf in a contemporary abstract design. Hand-rolled edges.,http://localhost:8080/product/detail.html?id=a42,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,105.00,,Clothing > Accessories,in stock,Black,Unisex,a4219b
a43,Cashmere Wrap,Travel-size cashmere wrap in a neutral palette. Lightweight warmth on the go.,http://localhost:8080/product/detail.html?id=a43,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,195.00,,Clothing > Accessories,out of stock,White,Unisex,a4328w
a44,Cotton Sarong,Cotton sarong with block-printed design. Beach cover-up or home throw.,http://localhost:8080/product/detail.html?id=a44,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,45.00,,Clothing > Accessories,in stock,Navy,Unisex,a4426n
a45,Merino Wool Scarf,Fine merino wool scarf in solid colours. Soft and itch-free against the skin.,http://localhost:8080/product/detail.html?id=a45,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,in stock,Beige,Unisex,a4520b
a46,Silk Twilly,Narrow silk twill scarf for bag handles and ponytails. Original MAISON pattern.,http://localhost:8080/product/detail.html?id=a46,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,45.00,,Clothing > Accessories,in stock,Brown,Unisex,a4621b
a47,Faux Fur Stole,Luxurious faux-fur stole for evening occasions. Clip closure at the front.,http://localhost:8080/product/detail.html?id=a47,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,out of stock,Grey,Unisex,a4724g
a48,Checked Wool Scarf,Classic checked scarf in British wool. A timeless cold-weather companion.,http://localhost:8080/product/detail.html?id=a48,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,in stock,Camel,Unisex,a4822c
a49,Ombré Silk Scarf,Dip-dyed silk scarf with a beautiful gradient. Unique colouring on every piece.,http://localhost:8080/product/detail.html?id=a49,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,in stock,Ivory,Unisex,a4925i
a50,Knit Snood,Chunky-knit snood in merino wool. Pull it over your head for instant warmth.,http://localhost:8080/product/detail.html?id=a50,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Accessories,in stock,Red,Unisex,a5027r
a51,Embroidered Shawl,Hand-embroidered wool shawl from artisan workshops. Intricate floral motifs.,http://localhost:8080/product/detail.html?id=a51,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,out of stock,Green,Unisex,a5123g
a52,Striped Linen Scarf,Breezy striped scarf in cotton-linen blend. Fresh colour palette for summer.,http://localhost:8080/product/detail.html?id=a52,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Accessories,in stock,Black,Unisex,a5219b
a53,Velvet Scarf,Silk-blend velvet scarf in deep jewel tones. Rich texture for cold months.,http://localhost:8080/product/detail.html?id=a53,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,White,Unisex,a5328w
a54,Modal Scarf,Ultra-lightweight modal scarf in solid colours. Drapes beautifully.,http://localhost:8080/product/detail.html?id=a54,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,45.00,,Clothing > Accessories,in stock,Navy,Unisex,a5426n
a55,Fringe Wool Scarf,Wool scarf with hand-tied fringe. Generous size for multiple wrapping styles.,http://localhost:8080/product/detail.html?id=a55,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,out of stock,Beige,Unisex,a5520b
a56,Gold Necklace,"18k gold-plated sterling silver chain. Delicate oval links, adjustable 40–45cm.",http://localhost:8080/product/detail.html?id=a56,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,189.00,,Clothing > Accessories,in stock,Brown,Unisex,a5621b
a57,Silver Bracelet,"Open-cuff bracelet in sterling silver. Minimalist form, maximum impact.",http://localhost:8080/product/detail.html?id=a57,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,in stock,Grey,Unisex,a5724g
a58,Pearl Earrings,Freshwater pearl drop earrings on gold-plated hooks. Timeless elegance.,http://localhost:8080/product/detail.html?id=a58,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,in stock,Camel,Unisex,a5822c
a59,Gold Hoop Earrings,Medium gold-plated hoop earrings. Lightweight with a hinged closure.,http://localhost:8080/product/detail.html?id=a59,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,out of stock,Ivory,Unisex,a5925i
a60,Signet Ring,Gold-plated signet ring with a flat oval top. A modern heirloom piece.,http://localhost:8080/product/detail.html?id=a60,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Accessories,in stock,Red,Unisex,a6027r
a61,Layered Necklace Set,Set of three gold-plated necklaces at varying lengths. Wear together or alone.,http://localhost:8080/product/detail.html?id=a61,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,in stock,Green,Unisex,a6123g
a62,Chain Bracelet,Fine chain bracelet in gold-plated sterling silver. Adjustable with a lobster clasp.,http://localhost:8080/product/detail.html?id=a62,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,Black,Unisex,a6219b
a63,Diamond Studs,"Solitaire diamond studs in 18k white gold. 0.5ct total weight, brilliant cut.",http://localhost:8080/product/detail.html?id=a63,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,395.00,,Clothing > Accessories,out of stock,White,Unisex,a6328w
a64,Pendant Necklace,Disc pendant on a fine gold-plated chain. Minimalist and endlessly wearable.,http://localhost:8080/product/detail.html?id=a64,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Accessories,in stock,Navy,Unisex,a6426n
a65,Cuff Bracelet,Wide cuff bracelet in brushed sterling silver. Adjustable with a spring hinge.,http://localhost:8080/product/detail.html?id=a65,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,in stock,Beige,Unisex,a6520b
a66,Charm Bracelet,Gold-plated charm bracelet with five original MAISON charms. Add more over time.,http://localhost:8080/product/detail.html?id=a66,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,165.00,,Clothing > Accessories,in stock,Brown,Unisex,a6621b
a67,Statement Earrings,Oversized geometric earrings in gold-plated brass. Lightweight despite their scale.,http://localhost:8080/product/detail.html?id=a67,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,out of stock,Grey,Unisex,a6724g
a68,Tennis Bracelet,Crystal-set tennis bracelet in rhodium-plated silver. Sparkling line of stones.,http://localhost:8080/product/detail.html?id=a68,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,195.00,,Clothing > Accessories,in stock,Camel,Unisex,a6822c
a69,Bar Necklace,Horizontal bar necklace in gold-plated silver. Understated modern elegance.,http://localhost:8080/product/detail.html?id=a69,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,Ivory,Unisex,a6925i
a70,Ear Cuff,Single ear cuff in gold-plated silver. No piercing required. Adjustable grip.,http://localhost:8080/product/detail.html?id=a70,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,45.00,,Clothing > Accessories,in stock,Red,Unisex,a7027r
a71,Coin Necklace,Antique-style coin pendant on a chunky chain. Gold-plated with a vintage patina.,http://localhost:8080/product/detail.html?id=a71,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,out of stock,Green,Unisex,a7123g
a72,Huggie Earrings,Small huggie hoop earrings in gold-plated silver. Sits close to the earlobe.,http://localhost:8080/product/detail.html?id=a72,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Accessories,in stock,Black,Unisex,a7219b
a73,Stack Rings Set,Set of five slim stacking rings in varying finishes. Mix and layer.,http://localhost:8080/product/detail.html?id=a73,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,in stock,White,Unisex,a7328w
a74,Choker Necklace,Flat-link choker in gold-plated brass. Modern and impactful at the neckline.,http://localhost:8080/product/detail.html?id=a74,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,in stock,Navy,Unisex,a7426n
a75,Drop Earrings,Elongated drop earrings in gold-plated silver. Elegant movement with every turn.,http://localhost:8080/product/detail.html?id=a75,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,out of stock,Beige,Unisex,a7520b
a76,Bangle Set,Set of three slim bangles in polished gold plate. Stackable with a satisfying clink.,http://localhost:8080/product/detail.html?id=a76,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,in stock,Brown,Unisex,a7621b
a77,Lariat Necklace,Y-shaped lariat necklace in gold-plated silver. Adjustable drop for different necklines.,http://localhost:8080/product/detail.html?id=a77,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,105.00,,Clothing > Accessories,in stock,Grey,Unisex,a7724g
a78,Enamel Ring,Sterling silver ring with hand-painted enamel. Available in six vibrant colours.,http://localhost:8080/product/detail.html?id=a78,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Accessories,in stock,Camel,Unisex,a7822c
a79,Anklet,Fine chain anklet in gold-plated silver. Adjustable with a small charm detail.,http://localhost:8080/product/detail.html?id=a79,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Accessories,out of stock,Ivory,Unisex,a7925i
a80,Brooch,Vintage-inspired brooch in gold-plated brass. Crystal-set floral design.,http://localhost:8080/product/detail.html?id=a80,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,in stock,Red,Unisex,a8027r
a81,Birthstone Necklace,Bezel-set birthstone pendant in gold-plated silver. Choose your month.,http://localhost:8080/product/detail.html?id=a81,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,in stock,Green,Unisex,a8123g
a82,Pearl Bracelet,Freshwater pearl bracelet with gold-plated clasp. Classic elegance for every wrist.,http://localhost:8080/product/detail.html?id=a82,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,in stock,Black,Unisex,a8219b
a83,Medallion Necklace,Large medallion pendant on a long gold chain. A bold statement piece.,http://localhost:8080/product/detail.html?id=a83,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,out of stock,White,Unisex,a8328w
a84,Crystal Earrings,Cascading crystal drop earrings. Sparkling accents for evening wear.,http://localhost:8080/product/detail.html?id=a84,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,Navy,Unisex,a8426n
a85,Mixed Metal Rings,"Set of three rings in gold, silver, and rose gold plate. Modern metal mixing.",http://localhost:8080/product/detail.html?id=a85,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,in stock,Beige,Unisex,a8520b
a86,Oversized Sunglasses,Oversized square frames in Italian acetate. Polarised UV400 lenses.,http://localhost:8080/product/detail.html?id=a86,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,in stock,Brown,Unisex,a8621b
a87,Aviator Sunglasses,Classic aviator frames in brushed gold metal. Green polarised lenses.,http://localhost:8080/product/detail.html?id=a87,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Accessories,out of stock,Grey,Unisex,a8724g
a88,Cat-Eye Sunglasses,Retro cat-eye frames in bold acetate. UV400 protection with gradient lenses.,http://localhost:8080/product/detail.html?id=a88,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Accessories,in stock,Camel,Unisex,a8822c
a89,Round Sunglasses,Round John Lennon-style frames in lightweight metal. Vintage charm.,http://localhost:8080/product/detail.html?id=a89,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,in stock,Ivory,Unisex,a8925i
a90,Wayfarer Sunglasses,Timeless wayfarer shape in matte black acetate. Polarised for glare reduction.,http://localhost:8080/product/detail.html?id=a90,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Accessories,in stock,Red,Unisex,a9027r
a91,Sport Sunglasses,Wraparound sport frames with anti-slip temples. Impact-resistant lenses.,http://localhost:8080/product/detail.html?id=a91,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Accessories,out of stock,Green,Unisex,a9123g
a92,Tortoiseshell Sunglasses,Classic frames in hand-polished tortoiseshell acetate. Warm brown gradient lenses.,http://localhost:8080/product/detail.html?id=a92,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,in stock,Black,Unisex,a9219b
a93,Clip-On Sunglasses,Flip-up clip-on lenses in gold-tone metal. Retro style for prescription frames.,http://localhost:8080/product/detail.html?id=a93,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Accessories,in stock,White,Unisex,a9328w
a94,Shield Sunglasses,Bold shield-style sunglasses with a single lens. Futuristic and face-framing.,http://localhost:8080/product/detail.html?id=a94,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Accessories,in stock,Navy,Unisex,a9426n
a95,Clear Frame Glasses,Transparent acetate frames with blue-light-blocking lenses. Modern and versatile.,http://localhost:8080/product/detail.html?id=a95,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Accessories,out of stock,Beige,Unisex,a9520b
a96,Geometric Sunglasses,Angular geometric frames in two-tone acetate. A fashion-forward statement.,http://localhost:8080/product/detail.html?id=a96,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Accessories,in stock,Brown,Unisex,a9621b
a97,Rimless Sunglasses,Minimalist rimless sunglasses with titanium temples. Featherweight sophistication.,http://localhost:8080/product/detail.html?id=a97,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,in stock,Grey,Unisex,a9724g
a98,Polarised Sunglasses,High-performance polarised lenses in a classic frame. Reduces glare perfectly.,http://localhost:8080/product/detail.html?id=a98,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Accessories,in stock,Camel,Unisex,a9822c
a99,Rectangular Sunglasses,Clean rectangular frames in dark acetate. A versatile everyday pair.,http://localhost:8080/product/detail.html?id=a99,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Accessories,out of stock,Ivory,Unisex,a9925i
a100,Micro Sunglasses,"Tiny micro sunglasses in metal frames. Maximum attitude, minimal coverage.",http://localhost:8080/product/detail.html?id=a100,https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Accessories,in stock,Red,Unisex,a10027r
a101,Leather Belt,Classic 3cm belt in full-grain leather. Brushed-silver buckle.,http://localhost:8080/product/detail.html?id=a101,https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Accessories,in stock,Green,Unisex,a10123g
